study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,age_mean,age_sd,age_min,age_max,age_text,gpa_mean,gpa_sd,gpa_text,gender_female_n,gender_male_n,gender_female_pct,gender_male_pct,gender_other_pct,gender_text,screening_source,effect_type,effect_value,outcome_type,doi,note,confidence,meta_pdf_path,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
36,036_01,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Exercise programme,cognitive,apply,27.0,28.0,21.074,3.649,17.8,3.85,0.86,0.2819,0.3075,1.4126,0.8724,,,0.0,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Programming exercise programme,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_02,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Test programme,cognitive,apply,27.0,28.0,17.796,4.445,17.58,4.881,0.0456,0.2698,-0.4832,0.5743,0.0462,,,0.538,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Programming test programme,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_03,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Independent and Persistent,metacognitive,not_reported,27.0,27.0,3.7963,0.72107,3.7222,0.75249,0.0991,0.2723,-0.4347,0.6329,0.1005,0.369,,0.713,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Self-efficacy questionnaire,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_04,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Self-Regulation,metacognitive,not_reported,27.0,27.0,3.5648,0.48334,3.3056,0.66627,0.4389,0.2754,-0.1009,0.9787,0.4453,1.637,,0.108,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Self-efficacy questionnaire,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_05,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Complex Programming Tasks,metacognitive,not_reported,27.0,27.0,2.7259,0.77885,2.5556,0.9337,0.1952,0.2728,-0.3395,0.7299,0.1981,0.728,,0.47,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Self-efficacy questionnaire,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_06,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Independent and Persistent,metacognitive,not_reported,27.0,27.0,3.99,0.57,3.8,0.67,0.301,0.2737,-0.2354,0.8375,0.3055,1.125,,0.266,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Self-efficacy questionnaire,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_07,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Self-Regulation,metacognitive,not_reported,27.0,27.0,3.61,0.35,3.34,0.36,0.7495,0.2816,0.1976,1.3013,0.7605,2.778,,0.008,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Self-efficacy questionnaire,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
36,036_08,The Use of Artificial Intelligence and Its Impact on Secondary School Students in Khyber Pakhtunkhwa: A Study of Educational Outcomes and Learning Behaviours,2025.0,Wafa Muhammad; Dr. Farooq Nawaz Khan; Akhtar Hussain; Farkhanda Nazli,Complex Programming Tasks,metacognitive,not_reported,27.0,27.0,3.39,0.75,2.81,0.89,0.6945,0.2803,0.1452,1.2438,0.7048,2.55,,0.014,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Self-efficacy questionnaire,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/036_Wafa_2025_The_Use_of_Artificial_Intelligence_and_I.pdf,,,,,,,,,,,low,,,,,,,,,,,Control,Experimental,"Only sample sizes (n=27 each group) found in Table 8. No traditional demographic data (age, gender, GPA) reported in provided pages.",,
37,037_01,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,54.0,54.0,4.08,0.59,3.5,0.524,0.7248,0.2049,0.6306,1.4336,0.73,5.36,,< .001,,from_cohens_d,table_ocr,positive,not_reported,not_reported,not_reported,post-test,5-point Likert scale,OpenAlex,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_02,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,54.0,54.0,,,,,0.6752,,,,0.68,5.03,,< .001,,from_cohens_d,not_reported,positive,not_reported,not_reported,not_reported,post-test,binary forced-choice,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_03,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,197.0,197.0,4.06,0.65,3.5,0.524,0.799354543453101,0.1047050952060379,0.5941325568492666,1.0045765300569354,0.8008878322193154,5.36,63.18,< .001,0.24,calculated_f_value,calculated_from_table,positive,not_reported,not_reported,not_reported,post-test,5-point Likert scale,OpenAlex,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_04,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,247.0,247.0,4.08,0.63,3.47,0.6,0.9901,0.0953,0.8032,1.1769,0.9916,5.36,154.36,< .001,0.39,calculated_M_SD,table_ocr,positive,not_reported,not_reported,not_reported,post-test,5-point Likert scale,OpenAlex,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_05,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,126.0,126.0,,,,,1.0169,,,,1.02,11.5,,< .001,,from_cohens_d,not_reported,positive,not_reported,not_reported,not_reported,post-test,binary forced-choice,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_06,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,121.0,121.0,,,,,0.4685,,,,0.47,5.18,,< .001,,from_cohens_d,not_reported,positive,not_reported,not_reported,not_reported,post-test,binary forced-choice,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_07,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,compassion ratings,affective,not_reported,58.0,58.0,3.91,0.47,3.41,0.51,1.0128,0.1972,0.6262,1.3994,1.0196,5.36,32.69,< .001,0.36,calculated_M_SD,table_ocr,positive,not_reported,not_reported,not_reported,post-test,5-point Likert scale,OpenAlex,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_08,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,response preference,affective,not_reported,58.0,58.0,,,,,0.7053,,,,0.71,5.41,,< .001,,from_cohens_d,not_reported,positive,not_reported,not_reported,not_reported,post-test,binary forced-choice,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_09,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,understanding,affective,not_reported,58.0,58.0,,,,,,,,,,,,,,insufficient_data,not_reported,positive,not_reported,not_reported,ChatGPT,post-test,5-point Likert scale,OpenAlex,not_reported,Yes,not_found,2.97,0.51,,,"ponses inﬂuence of source transparency, we conﬁrmed that the AI advantage (M = 2.97, SD = 0.51), t(57) = 4.57, p < 0.001, d = 0.60, 95% CI = [−0.88, decreased when peop",,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_10,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,validation,affective,not_reported,58.0,58.0,,,,,,,,,,,,,,insufficient_data,not_reported,positive,not_reported,not_reported,ChatGPT,post-test,5-point Likert scale,OpenAlex,not_reported,Yes,not_found,2.97,0.51,,,"ponses inﬂuence of source transparency, we conﬁrmed that the AI advantage (M = 2.97, SD = 0.51), t(57) = 4.57, p < 0.001, d = 0.60, 95% CI = [−0.88, decreased when peop",,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
37,037_11,Third-party evaluators perceive AI as more compassionate than expert humans,2025.0,Dariya Ovsyannikova; Victoria Oldemburgo de Mello; Michael Inzlicht,caring,affective,not_reported,58.0,58.0,,,,,,,,,,,,,,insufficient_data,not_reported,positive,not_reported,not_reported,ChatGPT,post-test,5-point Likert scale,OpenAlex,not_reported,Yes,not_found,2.97,0.51,,,"ponses inﬂuence of source transparency, we conﬁrmed that the AI advantage (M = 2.97, SD = 0.51), t(57) = 4.57, p < 0.001, d = 0.60, 95% CI = [−0.88, decreased when peop",,,not_reported,,,,,,not_reported,manual_screening,,,,10.1038/s44271-024-00182-6,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/037_Dariya_2025_Third-party_evaluators_perceive_AI_as_mo.pdf,,,,,,,,,,,high,,,,,,,,,,,Human,AI,"Table 1 shows overall participant demographics across 4 studies combined (N=54, 197, 247, 58), but does not separate by Human vs AI response conditions. This is a within-subjects design where participants evaluate both human and AI responses.",,
38,038_01,Use and Effectiveness of Chatbots as Support Tools in GIS Programming Course Assignments,2025.0,Hartwig H. Hochmair,not_reported,not_reported,not_reported,,,,,,,,,,,,,,,,not_reported,not_reported,not_reported,not_reported,not_reported,ChatGPT,not_reported,not_reported,OpenAlex,not_reported,Yes,ocr_failed,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3390/ijgi14040156,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/038_Hartwig_2025_Use_and_Effectiveness_of_Chatbots_as_Sup.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"No baseline demographics table found in provided pages. Study mentions 26 students enrolled, 24 consented, with half receiving chatbot introduction videos.",,
40,040_01,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,4.3,0.644,0.0,0.032,9.3953,0.4906,8.4338,10.3569,9.4311,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Writing Quality Assessment,Semantic Scholar,not_reported,not_reported,partial,,,18.0,19.0,"edominantly instruction in Chinese EMI university contexts. aged 18-19 (89%), with a smaller group aged 20-21 Mixed methodology ensured a systematic a",,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_02,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Quality,cognitive,create,100.0,100.0,1.98,0.635,,,,,,,,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,pre-test,Writing Quality Assessment,Semantic Scholar,not_reported,Yes,not_found,,,18.0,19.0,"edominantly instruction in Chinese EMI university contexts. aged 18-19 (89%), with a smaller group aged 20-21 Mixed methodology ensured a systematic a",,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_03,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Engagement Level 5/30,affective,not_reported,100.0,100.0,3.98,0.864,3.77,1.004,0.2234,0.1419,-0.0547,0.5014,0.2242,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,post-test,Engagement Scale,Semantic Scholar,not_reported,not_reported,partial,,,18.0,19.0,"edominantly instruction in Chinese EMI university contexts. aged 18-19 (89%), with a smaller group aged 20-21 Mixed methodology ensured a systematic a",,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_04,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Engagement Level 5/23,affective,not_reported,100.0,100.0,3.77,1.004,3.77,1.004,0.2234,0.1419,-0.0547,0.5014,0.2242,,,,,insufficient_data,table_ocr,not_reported,not_reported,quasi-experimental,ChatGPT,pre-test,Engagement Scale,Semantic Scholar,not_reported,not_reported,partial,,,18.0,19.0,"edominantly instruction in Chinese EMI university contexts. aged 18-19 (89%), with a smaller group aged 20-21 Mixed methodology ensured a systematic a",,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_05,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,2.96,0.298,2.96,0.248,0.3815,,,,0.383,0.0,,1.0,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_06,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,3.05,0.209,2.93,0.294,0.4074,,,,0.409,1.313,,0.205,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
